plant,time point,cell,area
ktnP3,0,411,27.3197
ktnP3,0,414,28.3068
ktnP3,0,418,26.2284
ktnP3,0,427,24.2781
ktnP3,0,428,22.5281
ktnP3,0,430,26.5867
ktnP3,0,432,18.1097
ktnP3,0,435,35.3129
ktnP3,0,440,19.4982
ktnP3,0,444,31.774
ktnP3,0,446,24.3776
ktnP3,0,460,28.0758
ktnP3,0,464,25.8584
ktnP3,0,476,25.0368
ktnP3,0,479,26.0377
ktnP3,0,484,27.0519
ktnP3,0,485,22.6253
ktnP3,0,486,20.4406
ktnP3,0,490,13.7345
ktnP3,0,491,10.7772
ktnP3,0,502,11.7054
ktnP3,0,503,18.7995
ktnP3,0,504,15.6968
ktnP3,0,527,16.0865
ktnP3,0,528,9.738710000000001
ktnP3,0,612,15.1469
ktnP3,0,613,27.302
ktnP3,0,622,26.1921
ktnP3,0,623,18.2062
ktnP3,0,624,27.4367
ktnP3,0,627,4.66844
ktnP3,0,635,4.64182
ktnP3,0,636,17.8629
ktnP3,1,28,23.0688
ktnP3,1,32,26.6133
ktnP3,1,40,24.5472
ktnP3,1,43,36.2183
ktnP3,1,46,18.9869
ktnP3,1,47,22.8771
ktnP3,1,52,36.4003
ktnP3,1,55,51.0147
ktnP3,1,62,22.8118
ktnP3,1,67,26.0013
ktnP3,1,76,43.1335
ktnP3,1,128,22.4503
ktnP3,1,130,28.1805
ktnP3,1,132,27.4475
ktnP3,1,134,28.2929
ktnP3,1,136,19.7914
ktnP3,1,137,22.6686
ktnP3,1,140,22.0736
ktnP3,1,141,21.7178
ktnP3,1,144,26.4613
ktnP3,1,145,21.4764
ktnP3,1,147,37.5928
ktnP3,1,148,24.0823
ktnP3,1,152,15.6073
ktnP3,1,155,18.94
ktnP3,1,160,34.0903
ktnP3,1,163,26.6321
ktnP3,1,169,36.168
ktnP3,1,176,38.4566
ktnP3,1,177,31.6922
ktnP3,1,178,15.4521
ktnP3,1,181,32.4686
ktnP3,1,193,27.8177
